date,username,rawContent
2022-10-17 01:52:30+00:00,kaeya_lillies,"""Like what a great philosopher once said, 'The peso is weak not because the peso is weak. The peso is weak because the dollar is strong.' What a great philosopher"" 

-Our GeSocSci 4 professor"
2022-10-17 01:33:06+00:00,sncrlyanaa,The peso is weak not because the peso is weak. The peso is weak because the dollar is strong
2022-10-16 23:56:39+00:00,marortoll,"The peso is weak because the dollar is strong explanation caused quite a ruckus last week. Just because Sandro Marcos echoed it, he was accused of being stupid, much like his father. This was the opposition at its finest who immediately fell all over 
https://t.co/MAOzSfFdwz"
2022-10-16 23:00:02+00:00,EsquirePH,"Yes, the peso is weak, in part due to the strong dollar.
https://t.co/YPiy71eUi6"
2022-10-16 21:59:59+00:00,WholesomeSheesh,"@gelxd_ The peso is not weak because the peso is weak, The peso is weak because the dollar is strong, gets mo na?"
2022-10-16 21:38:23+00:00,sioco92,@Kitty_Luscious @grandmaster1976 Kaya Pala ang yayabang Ng supporters Ng grupong Angat Presyo😂😂 kesyo Hindi na daw makaka.porma oposisyon dahil si Mandarin nandyan at andyan na din daw si the peso is weak because the dollar is strong 😂😂
2022-10-16 21:23:56+00:00,chooserangfrog,"PBBM trolls &amp; apologists be like: sinisiraan ni Leni ang Pilipinas sa Harvard. ‘Look over there’ is their desperate cry

Also:
- Marcos enjoys F1 race during typhoon aftermath
- tough on drugs” justice sec’s son arrested for 1.3M weed
- peso-is-weak-coz-the dollar-is-strong shit"
2022-10-16 18:20:29+00:00,tribunephl,"An adaptation from Sandro's ""The peso is weak because the dollar is strong."" https://t.co/kWkBUG903V"
2022-10-16 18:20:23+00:00,cnc_tribunephl,"An adaptation from Sandro's ""The peso is weak because the dollar is strong."" https://t.co/w5ZEwq9el6"
2022-10-16 16:36:06+00:00,MarchandPisces,"anteh mag usap mga kayo nito,
""The peso is weak not because the peso is weak. The peso is weak because the dollar is strong"""
2022-10-16 15:31:12+00:00,geonbanz,did that make sense . sorry feeling very much like the peso is weak not because the peso is weak. The peso is weak because the dollar is strong Rn
2022-10-16 15:29:29+00:00,maia__maeve__,@x197kmg the peso is weak bcoz the dollar is strong.
2022-10-16 15:19:56+00:00,dendenyell,"kaya ko toh, hindi ako weak na parang peso kasi im strong like a dollar 💪✌️"
2022-10-16 14:42:46+00:00,RchrdsnI,@4makii dibaaa HAHAHAHA MAPAPATAWA KA NALANG E THE PESO IS WEAK CAUSE DOLLAR IS STRONG 💀💀💀💀
2022-10-16 14:03:21+00:00,bnxcfully,the peso 🤑 is weak 😰 because the 💰 peso is not 🚫 weak 😓. the peso is weak because the dollar 💵 is strong 💪
2022-10-16 12:42:57+00:00,mintyreen,"the peso is not weak because the peso is weak, the peso is weak because the dollar is strong.

nu daw."
2022-10-16 11:56:56+00:00,sofsecop,potus stating a fact here - that economic growth and sound economic policy can combat inflation and the weakening of local currency. who was it again that washed the government's hands off inflation and said it was because the dollar is strong and the ph peso is weak?
2022-10-16 11:02:44+00:00,FXTP3,"@verafiles Shutup! Vera files, its unfair your picking every lines of young marcos statements, in general peso is really weak due to strong dollar."
2022-10-16 09:33:04+00:00,kyhbiaa,The peso is weak because the dollar is strong
2022-10-16 09:21:29+00:00,Fck_itsPAUL,"TANGINA MO SANDRO DAHIL SAYO PINAPAGAWAN KAMI NG FUCKING ESSAY ""PESO WEAK DOLLAR STRONG"" AMPOTA TANGINA MO"
2022-10-16 09:12:19+00:00,CityMouse14,"@NLJPTN @smninews Tanga! Hindi nya sinabi yun. Ambaba ng comprehension mo! Sinabi ko yun to debunk his stupid expert opinion that peso is weak because the dollar is strong.

The peso is weak against all other currencies in the ASEAN.  Ikaw na utak bobo, wag ka sasawsaw sa di mo level. Tanga!"
2022-10-16 08:53:16+00:00,DAKElLA_,@duweynde @patric3663 the peso is weak because the dollar is strong
2022-10-16 07:54:11+00:00,reimaru,"@midnytwriting The peso is not weak, the dollar is strong"
2022-10-16 07:01:55+00:00,RichieHo3hoho,"Guys always remember na the peso is not weak bcuz the peso weak, the peso is week bcuz the dollar is strong 🫶"
2022-10-16 05:49:45+00:00,630ehcneb,"Nakalimutan na ang F1 Grand Prix Singapore at weak peso-strong dollar.
Nakalimutan na rin si Ka Percy at si Leila.
Ano naman kayang panibagong isyu gagawin nila para matabunan ang kaso ng anak ng red-tagger na kapit-tuko?"
2022-10-16 05:47:37+00:00,_kakamPINKszt_,"@makatas_ @ArthurLongan @RockyMa46760498 @10nisjunkie True isama mo pa si sandro the peso is not weak daw because the peso is weak, the peso is weak because the dollar is strong potaena hahhahaha"
2022-10-16 04:47:23+00:00,shaashimi_,"@itssellee_ the peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-16 04:41:21+00:00,theilluminaddy,"Ma, ang daming afam ngayon sa MOA. As in. Feeling ko nandito na ang mag-aahon sa pamilya ko sa laylayan ng lipunan.

Pero mas ramdam kong kaya sila dagsa dito dahil alam nilang the peso is weak because the dollar is strong. Eme 🤡"
2022-10-16 04:29:57+00:00,solenn2013,"@DanTae_hoaRP @jonas_samaritan Kasi nga peso weak, dollar is strong 🤔🙄🤭"
2022-10-16 04:09:29+00:00,TIRSOPAGLICAWAN,"'Gone in a snap:' OFW families bear brunt of weak peso

https://t.co/lVR10TXlXb

""The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong."" - Sandro Marcos, Dev't Studies graduate from the London School of Economics

https://t.co/NF8p7pxjWX -"
2022-10-16 01:04:24+00:00,TineTeepakorn4,"@KimIndar yun analogy neto ka level nun ""the peso is weak bcoz the dollar is strong"". taenang utak yan"
2022-10-15 23:43:52+00:00,Trader4lyf,"Sandro Marcos got it right. The way he said is just kinda funny, but still right

The Peso is weak not because the Peso is weak but because the Dollar is strong

Peso is actually holding up well vs the other major currencies like Euro Yen etc https://t.co/h13sRydhYV"
2022-10-15 23:31:22+00:00,LouieNarisma,The peso is not weak because the peso is weak. The peso is weak hecaause the GASOLINE is DOLLAR making strong people SUFFER because the dollar is strong ☹️☹️☹️☹️ https://t.co/EHEEEw2bEy
2022-10-15 14:29:05+00:00,condezfreddie67,‘The peso is weak because  the dollar is strong’ https://t.co/rGFFFT9Hi3
2022-10-15 14:02:41+00:00,JethTorres,"Dollar to peso sticker
Strong ito, hindi kasi weak.
Idol lang nila ang weak. 😂😂😂 https://t.co/a5LTkeO02A"
2022-10-15 11:49:11+00:00,jimmys_sp21,the peso is weak because the dollar is strong 😍
2022-10-15 11:43:17+00:00,YoelCorpus,Pati technical kasalanan ko na rin. Hala sige ako na rin kaya may kasalanan kung bakit peso is weak and dollar is strong
2022-10-15 11:24:18+00:00,miss_jennalyn,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-15 09:26:45+00:00,_smpforse,same vibes with the peso is weak but it is not weak because the dollar is strong hahahaha😭
2022-10-15 08:25:22+00:00,heist7,"@reyna_elena Thats true. Then going back to the original: the peso is weak not because the peso is weak, but because the dollar is strong""?"
2022-10-15 08:14:27+00:00,Lowitzki14,@keleme_shane Because the peso is weak and the dollar is strong
2022-10-15 07:56:32+00:00,TomAndI27,"The peso is not weak because the peso is weak. The peso is weak because the dollar is strong!. --- Sandro

Hindi man tayo nagtagumpay, hindi man tayo nag wagi, nagtagumpay padin tayo! --- Leni https://t.co/GoAy8XUDfz"
2022-10-15 07:52:18+00:00,wheezy_cat,"Girl I get the attitude with single digit tips tho, I mean come on, when the peso is weak because it is not weak but the peso is weak because the dollar is strong, I'd be iffed haha"
2022-10-15 07:46:43+00:00,Jugheadcool,"@ABSCBNNews Sana all. ""Peso is not weak because of Iphone, It just that Dollar is strong"""
2022-10-15 07:20:09+00:00,anyeeeeeeel,"Alam niyo kasi yung the peso is weak kinemerut ni s4ndro may make sense naman talaga (well linguistics won't agree pero look on it on another side), pero the point is, he's trying to imply that the American Dollar is just strong, and nothing to be worried about."
2022-10-15 04:58:54+00:00,Eliezer99241315,"@nabunturanguy That is because ""weak peso- strong dollar"" is a serious mistake in an attempt to cover a previous serious mistake, while ""unselfless"" is trivial."
2022-10-15 04:53:59+00:00,ryoushimazaki,“the peso is weak because the dollar is strong” lentik amputa
2022-10-15 04:51:47+00:00,v0n_er,"@tonnified_ Di ko man bi balan ang context but condolences.

Not the “tani nag dagan ka presidente” script kay dili kontento HAHA. Reklamo ka gani kay 30 sukot sa terminal, di amo ng taripa pero be human also mahal ang gas and “the peso is weak bc the dollar is strong”🥲"
2022-10-15 04:16:44+00:00,MarliynAquino,@CondolencePH @attyharryroque The peso is weak because the dollar is strong!hahaha
2022-10-15 03:56:16+00:00,afs_wip,"Pera nya yun kaya hayaan nyo syang gamitin ang perang pinagpaguran nya sa bagay na magpapasaya sa kanya. 

Mas may pakialam pa ang mga tao sa ordinaryong Pilipinong bumili ng Iphone 14 pero nagsettle naman sa ""The peso is weak because the dollar is strong""."
2022-10-15 03:56:00+00:00,MyPhBoysLove,"regarding sandro's statement that ""the peso is not weak, the dollar is strong.""

at it's surface, it may appear a tautology, but there is some level of truth to it. +

https://t.co/mIEqNZqx26"
2022-10-15 03:37:57+00:00,clarkis_back,The peso is weak because the dollar is strong. 💯💯
2022-10-15 03:35:00+00:00,Abogado_PH,"Abogado Luke Espiritu was at a loss for words to explain his thoughts about Ilocos Norte Rep. Sandro Marcos’ viral explanation that “the peso is weak because the dollar is strong.”
https://t.co/5yZ4xBIt1O
#AbogadoNews"
2022-10-15 02:43:12+00:00,tinolangdora,the peso is not weak because the peso is weak. The peso is weak because the dollar is strong kung ako yan di kita gaganiyanin lika dito kiss kita
2022-10-15 02:19:23+00:00,mackyu21,"@MalacananEvents Di ko alam if true pero di ba sabi nila, The apple does not fall far from the tree because the peso is weak. The apple does not fall far from the tree because the dollar is strong. Hala ano daw? Naguguluhan na kasi ako sa balita. Kakakbobo."
2022-10-15 01:25:50+00:00,RamonAngana,"@attyharryroque Tama na Roque wala kang maipagmayabang.  ang tagal mo na sa administrasyon ni Duterte bagsak pa rin ang economy ng Pinas.
Analysis ng administration sa economy: The peso is weak not because the peso is weak. The peso is weak because the dollar is strong! Eh, di WOW! 🤣🤣"
2022-10-14 23:05:10+00:00,amboldek,"“The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.”

Oh kamukha ko na ba? 😆"
2022-10-14 19:30:58+00:00,alleya200,"@OrmanPogi The peso is weak coz the dollar are strong, the peso is weak coz we have a leader weak kaya mga Apollo10 follow the leader as weak.."
2022-10-14 18:37:29+00:00,ohmyhermia,"me reacting haha sa post sng isa ka boomer, praising Sandro sa statement ya nga peso iz weak because dollar iz strong, ako lg gd nag haha 😂 tani okay kpa iyay"
2022-10-14 17:50:30+00:00,jetbayona,"FYI indi ko ya fan ni Sandro Marcos pero indi ko lang gets ngaa gna batikos siya parte sa ... “The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong."" — Inchakto man ni anong problema d haha o indi lang iban ka chindi amo na angry sila? 🤔"
2022-10-14 17:01:12+00:00,shalynney,"the peso is not weak bcs the peso is weak, the peso is weak bcs the dollar is strong"
2022-10-14 17:00:53+00:00,runacolls,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.
2022-10-14 16:28:16+00:00,louisismedicine,the peso is not weak because the peso is weak the peso is weak because the dollar is strong
2022-10-14 16:17:09+00:00,Linnndrewww,"""The peso is weak because the dollar is strong.""

That is definitely (mostly*) the case, but politics has once again skewed the significance of this statement."
2022-10-14 15:52:29+00:00,rkivesk,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong amputa HAHAHAHAHAHAHA Lt Gago sana naging comedian ka nlng po nakaka entertain ka masyado yung utak niyo kasi kajolen lang eh charot HAHAHAHAHAHA LT NIYO SIR SANDRO LABYU LODI ✌️💚❤️😅"
2022-10-14 15:43:08+00:00,waningnin,"""the peso is not weak because the peso is weak, the peso is weak be because the the dollar is strong""

okay this is how it means for y'all hindi marunong mosabot, It is weak because the demand of dollar is strong. y'all should know abt forex jeez"
2022-10-14 14:27:40+00:00,zhypdb,the peso is not weak bc the peso is weak the peso is weak bc the dollar is strong
2022-10-14 13:38:55+00:00,jayetria,gusto ko yung pina explain saken kanina yung ~the peso is weak because the dollar is strong lol
2022-10-14 12:56:54+00:00,itimatblack,"“The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.”

EH DI TIGILAN NYO YUNG PAGIGING NEOLIBERAL NYO WAHAHAHHAHAHAHA NICE"
2022-10-14 12:43:18+00:00,thedriveintest,The peso is weak because the dollar is strong.
2022-10-14 11:49:59+00:00,solenn2013,@Paps_Caloy Ok lang sa tuta ng kano wag lang sa Chinese hahahahaha mandarin pa more peso is weak dollar is strong hahahaha
2022-10-14 11:33:04+00:00,LipaBatangas,"Explainer: Why Is Peso Weak, Dollar Strong-- https://t.co/8SkE14J1Kf - https://t.co/8SkE14J1Kf https://t.co/Zj9tPPNJu5 https://t.co/LuU7NnTGdC"
2022-10-14 11:27:37+00:00,W_Lacus,"If the peso is weak because the dollar is strong, how many apples does Jacob have?"
2022-10-14 11:25:50+00:00,vrdnfl,“the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.” ano daw💀💀
2022-10-14 11:03:48+00:00,hui4shu,saulo ko na yung the peso is not weak because the peso is weak the peso is weak because the dollar is strong
2022-10-14 10:59:46+00:00,yawnjvun,The peso is not weak bc the peso is weak the peso is weak bc the dollar is strong
2022-10-14 10:38:07+00:00,woeixop,the peso is not weak because the peso is weak the peso is weak because the dollar is strong
2022-10-14 10:36:36+00:00,solenn2013,"@bryan_castillo Majority? O sa SD? Hahahahahah wag ka muna magsalita bilog ang Mundo pana panahon lang yan sabi nga n sandro peso are not weak, dollar is strong hahahahahaha ganurnnn"
2022-10-14 10:20:30+00:00,solenn2013,@Paps_Caloy Hahahaha kasi nga the peso is weak but dollar is strong hahahaha sa SD kasi ang basihan so 31M ngayon kayo mag comments dito dapat walang bawas ha 31M talaga mag comment hahahahaha tapos bigay kayo tag peso para sa mga mama yang pilipino nagugutom na ka unity nyo
2022-10-14 09:43:34+00:00,RB08300,@AlfredoGenom Ayun na nga the peso is weak not because it is weak. The peso is weak because dollar is strong. Tapos lalo na mga kakampwet ememe na naman ng kalutangan nila eh ayan may nakakaafford ng iphone tapos magrereklamo ng bilihin.
2022-10-14 08:57:44+00:00,xn6278,"@miktology the peso is not weak because the peso is weak, the peso is weak because the dollar is strong."
2022-10-14 08:52:44+00:00,Anthony60987385,@EDENAGU43721338 Ha??? Parang the peso is not weak because its weak but the dollar is strong thats why the peso is weak. Hay naku😝🤪😜😛🤣
2022-10-14 08:19:45+00:00,jsoovelvet,"Yay kabisado ko na ang ehem mic test mic test,, ""I would like to make one thing clear, the peso is not weak because the peso is weak. The peso is weak because the dollar is strong"" MICDROP PURR"
2022-10-14 08:16:23+00:00,c1rsscr,"@ruminarist Bias is when you make fun of the use of ""unselfless"" of Atty Leni (a private citizen) but was eerily quiet about ""weak-peso strong dollar""."
2022-10-14 07:24:39+00:00,NJ_0922,"Remember when Leni said “Rape is caused by rapists” which is right naman, pero gikatawan sa mga BBMers ky “bobo lutang” daw w/o bothering to look at the context? Karon si Sandro niingon “Peso is not weak; dollar is strong” which has some truth to it nmn, but BBMers are suddenly -"
2022-10-14 06:08:17+00:00,gyuhoonist,"nyenyenye magalit man kayo sakin the peso is not weak bc the peso is weak, the peso is weak bc the dollar is strong!"
2022-10-14 05:41:24+00:00,maetamongfairy,peso is weak bc dollar is strong
2022-10-14 05:17:34+00:00,GYUHAOWONHUI,"cant ignore the fact na your institution was still a huge part of what brought us

what is a DH
is climate change a thing
the peso is weak because the dollar is strong
magmove on na kayo (pertaining to ML)

and so much more incompetencies that came and will still be coming"
2022-10-14 05:12:04+00:00,airout_,"Ehhh???? “The philippine peso is not weak, because it’s weak, Dollar is just strong now” vibes yall"
2022-10-14 05:05:43+00:00,connectokit,"Me looking at new books in Amazon:

""The spirit is willing but the dollar is strong and the peso is weak."""
2022-10-14 04:44:33+00:00,yoon2097,"Jaedo layag in us not because peso is weak, but jaedo layag in us because dollar is strong"
2022-10-14 04:38:54+00:00,miguellasalaya,"@PhilippineStar Instead of giving people money and corrupt some of it. Better for the government to start focusing on the agriculture and help businesses to do exporting. So that no one will say ""the peso is weak because the dollar is strong"""
2022-10-14 04:22:33+00:00,Dadnlmarzany,Peso weak to dollar strong eme
2022-10-14 04:11:47+00:00,MarkAldrinAnch1,"@arnoldpadilla If the peso is weak because the dollar is strong, where’s the rest of ill-gotten wealth that your grandfather rob from our Country's money.... 😁🤣Charowt"
2022-10-14 03:41:57+00:00,solenn2013,@fugitivemind_ Coz the peso is weak the dollar is strong ganurrrnn
2022-10-14 03:17:32+00:00,Momorenph,"June 2022

“It’s a strong dollar, not a weak peso,” Medalla who is a Monetary Board member since 2011, told Manila Bulletin

Ppl forgot to lose their minds &amp; rage about 4 months ago lmeow

https://t.co/xzUVsJUcWV https://t.co/HfH0TwZ2KQ"
2022-10-14 02:50:39+00:00,FlurianAB7,@MaamSyj Wala namang hiya ang walang hiya dahil ang hiya ay para lang sa may hiya! Peso is weak because the president is weak as the dollar is just too strong for the weak!
2022-10-14 02:40:13+00:00,RamonAngana,"@lugawanfor2028 Ito naman ang report ng mga Marcos economists:
The peso is weak not because the peso is weak. The peso is weak because the dollar is strong! Wow,Genius!!🤣🤣🤣"
2022-10-14 02:27:21+00:00,cielo_lingon,@sejoalzir May nagni-nitpick? Pero yung weak peso and strong dollar dini-defend. Luh!
2022-10-14 02:26:28+00:00,Chantililette,"@RommelFLopez Sus! Natural pag weak ang peso, strong ang dollar. At pag strong ang dollar, mababa value ng gold natin. Gets mo!"
2022-10-14 02:09:08+00:00,FronterasRonel,"Peso weak, dollar strong. https://t.co/TXOa3XwCej"
2022-10-14 01:48:37+00:00,AmiTSSur,"Mali yung backdrop dapat F1 Racing!!! 

Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/zd6A5Bnzs5"
2022-10-14 01:33:02+00:00,eyesgonzales,My column today. #EyesWideOpen 'The peso is weak because  the dollar is strong’ https:// https://t.co/r0mijWWQFy
2022-10-14 01:18:00+00:00,Jekkk00,@krizzpin03 Because the peso is weak becuase the dollar is strong
2022-10-14 00:15:45+00:00,IsarogC,"@6onesimo9 @WebBuzzr Oo nga naman... kaya pala super google din para itolerate yong ""THE PESO IS WEAK BECOZ THE DOLLAR IS STRONG......""spiel.... wag nga kami... eh di dapat ibang sear h engine naman ginamit nyo para naman di nagmukhang ginaya nyo lang mga pinklawan... ano na tayo..."
2022-10-13 23:50:30+00:00,bannbanneri,peso is weak and dollar is strong but iphone is stronger HAAHAH shuta
2022-10-13 23:45:59+00:00,speaksnow8,"The peso is weak because the dollar is strong. 
Sige na nga.

So ano ang ginagawa ng gobyerno para siguruhing hindi malakas ang sampal nito sa kabuhayan ng naghihirap na  Pilipino?"
2022-10-13 23:19:37+00:00,monokjell,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.
2022-10-13 23:15:06+00:00,Changket18,"@PhilstarNews Ay, nandyan pala si « D’Peso is weak bcuz d’Dollar’s strong »…   BIGYAN NG JACKET YAN‼️😁"
2022-10-13 23:06:04+00:00,iamrock71562514,"@Paps_Caloy ""I would like to make one thing clear.... the peso is weak because the peso is weak. The peso is weak because the dollar is strong✌️🤣 Magaling magpatawa si look alike char✌️🤣"
2022-10-13 23:03:37+00:00,yuks_bio,"Wait, is this about the Peso Weak/Dollar Strong? Also questioning his achievements, when in fact the Peso Weak/Dollar Strong statement was actually right too? You can't hate on something right, that's idiotic. Please explain what the tweet was talking about."
2022-10-13 20:20:03+00:00,doryfeb,"@iampinglacson That’s right,mas malaki pa ata ang percentage ng importation kesa exportation .
Saka bigla lumubo utang https://t.co/fyqvIKFzr6 yung dollar demand natin is very high kaya strong ang dollar kesa peso.
And so , peso is weak because government is weak talaga🤣"
2022-10-13 17:44:00+00:00,DaGr8_ii,"The peso is weak because the dollar is strong

.... ay iba pala yon"
2022-10-13 16:10:18+00:00,malebag1999,"LBM: We do not have any territorial conflict with China. What we have is China illegally occupying our territories. 

Sandra:  The Peso is not weak because it is weak. It is weak because the Dollar is strong.

Upon hearing this, LBM says...

I WISH MY SON A PATH TO REDEMPTION."
2022-10-13 14:55:43+00:00,IsarogC,"@6onesimo9 @WebBuzzr Di nga?? Nagkahiyaan na lang siguro kaya super research na lang ng ""...the peso is weak becoz the dollar is strong..."" 
Saklap kapag nagbo-boomerang ang mga gawa noh, sakit talaga sa ulo..."
2022-10-13 14:36:04+00:00,alleya200,"@chickletjimenez @Paps_Caloy @RCarranza_ The peso is weak coz the dollar is strong, the peso is weak coz we have leader weak kaya mga apollo10 is follow the leader  as weak... hahahaha.. thank you kc kahit 18followers ako dyan ka....."
2022-10-13 14:11:40+00:00,its_nikanikz,"We all know that the dollar is strong  and peso is weak. But are they doing anything to atleast combat the effects of the weakness of peso?

Yes we can't control such but we can control our own. All we want to see is for the gov to support the domestic economy."
2022-10-13 13:54:02+00:00,kizunadom,"No the peso is not weak because the dollar is strong , the whole world is going through a recession and all the economic bubble is popping, and the damn government just will leave it's citizen to rot throughout all of this. GG graduates"
2022-10-13 13:47:57+00:00,risyelan,"Nakakagutom yung mga recipes ni Chef Tatung sa YT channel niya. Gusto kong magluto at kumain ng masarap, pero in this economy na the peso is weak because the dollar is strong to hold on, cause I'll prove you wrong that I can move on through this song 🎶🎵"
2022-10-13 13:45:37+00:00,stunninglino,peso ₱ is not weak😖 because ₱eso is weak🚶🏻‍♀️ the ₱ is weak😓 because the dollar💰 is strong💪🏼 aye domino😎flick 🤌🏼 and a drop⬇️ and i see 👀 it all fall down📉 shakin'💃🏻 the world 🌎 magnitude🏚 makin' everything🏙 crumble👊🏼 like blah👅 blah👅
2022-10-13 13:20:41+00:00,Andre07132000,"Bright idea ...di ba? 
So, with his proposal...yung peso is not weak, but bcoz dollar is strong...can help na ba para ma-improve ang economy? 🤮"
2022-10-13 13:09:15+00:00,Krazey88,"Tell me the peso is weak without telling me the peso is weak.

Answer: The dollar is strong."
2022-10-13 13:07:47+00:00,iscrambledGREGG,@mojoejoeee the peso is weak because the dollar is strong
2022-10-13 13:05:09+00:00,IT_IS_ME3656,"Sandrong anak ni Alamanong anak ni FEM na MAGNANAKAW at MAMAMATAY-TAO alis na kayo sa Malakanyang dahil wala kayong karapatan dyan.

Sandro sikat ka na ngayon dahil sa WEAK yong PESO natin at strong and DOLLAR.
@bongbongmarcos @SenImeeMarcos . https://t.co/SdLtAYhX22"
2022-10-13 13:02:23+00:00,DheniseArchie,"ako lang ba, parang medyo malayo talaga ang possibility na makapag concert si taylor swfit sa pinas??? I mean, the peso is weak because the dollar is strong¿¿¿¿¿ https://t.co/hLxj1waO1g"
2022-10-13 12:50:47+00:00,ForbelleBryan,"Peso is not weak
Because peso is weak
The peso is weak because
The dollar is strong
- cong. Sandro Marcos"
2022-10-13 12:44:47+00:00,madgumera,@iampinglacson No. The peso is weak because the dollar is strong. Dapat unity tayo. Consistent dapat tayo dun.
2022-10-13 12:32:53+00:00,JusticeDKnight,"@arnoldpadilla For the throng to say that the peso is not strong is wrong, because the peso is weak because it is not in its peak, the throng is wrong since the dollar is strong and the meek will speak that the peso is weak, the collar on the dollar is long and the peso's future is bleak."
2022-10-13 12:21:25+00:00,CQ1016,"@nabunturanguy Yung “unselfless” simple grammatical error yun. Yung “weak peso-strong dollar” eme, kashungaan yon."
2022-10-13 12:15:16+00:00,CMLUR12,@gailtirona “Peso is not weak because the peso is weak; the peso is weak because the (United States) dollar is strong.”
2022-10-13 11:37:58+00:00,gaelleum,"the peso is not weak because the dollar is strong, the peso is weak because the government is weak making the economy weak and the people even weaker haha !"
2022-10-13 11:32:06+00:00,prettyphuwin,"its giving ""the peso is not weak, the peso is weak because the dollar is strong"""
2022-10-13 11:26:48+00:00,TwTngna,bakit naman ganyan Senator. the peso is not weak. the peso is weak because the dollar is strong. ganun yun
2022-10-13 11:24:30+00:00,jhelmmy,@linyalinya The peso is not weak because the peso is weak. The peso is weak because the dollar is strong. Hihi. ✌️😂
2022-10-13 11:09:49+00:00,saurreese,@notyourmaru the peso is not weak because the dollar is strong realness
2022-10-13 11:06:26+00:00,leoleo_06,"@iampinglacson saying that ""the peso is weak because the dollar is strong"" is a proof of denial.."
2022-10-13 10:50:55+00:00,TeddyGo19884093,"@Gilbert69517933 @jclem3 @Paps_Caloy Nasa Hadvard lutang? The peso is weak because the dollar is strong, di ba? 😄"
2022-10-13 10:44:18+00:00,rantdumpsters,"If the peso is weak because the dollar is strong, then are we just going to wait until the dollar depreciates for our peso to appreciate? 😓"
2022-10-13 10:27:37+00:00,xNosreffeJx,"@amor_vocare @MiaMagdalena We all know Winnie Monsod is a KAKAMPINK. So ito na, magbibilangan na tayo ng Lutang moments. Kita mo dito rin bagsak usapan natin. Strong dollar, weak peso versus ELECTRIC CURRENT, 4x40=1600, NIPA, 1700 islands ang PINAS, ETC. Buti hindi siya nanalo. Worst VP EVER."
2022-10-13 10:21:35+00:00,Bndcksnts,@andreadomsy WAHAHAHAHAHAHAHAHAHAHAHAA KASE NGA THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG
2022-10-13 10:08:59+00:00,RjCagatin_,"let the peso say it’s weak, and let the dollar say it’s strong and the admin of today stays and does not do anything for it.🫠🫠"
2022-10-13 10:08:41+00:00,angelfajardomd,No! The peso is too weak because the dollar is too strong. 🤪
2022-10-13 10:04:39+00:00,_heraacles,"the peso is not weak because the peso is weak, its because the dollar is strong 😍💪💪 https://t.co/KLAQPZdyuD"
2022-10-13 10:04:22+00:00,_kiyolim,"@itsyeboi_jeremy he may be somewhat correct, but ultimately, the peso is weak NOT ONLY because the dollar is strong, but also because of flawed policies. yet he's insinuating as if hawkish fed + the russia crisis are the only reasons why peso is weak—and as if wala nang magagawa."
2022-10-13 10:00:56+00:00,badwistouch,"""the peso is not weak, because the peso is weak. The peso is weak because the dollar is strong"" a great philosopher once said"
2022-10-13 09:53:07+00:00,LinggoMayoo,Ganito sana hindi yung “peso is weak because the dollar is strong”😀
2022-10-13 09:47:00+00:00,BDaveries,"Memes satirize Sandro Marcos saying ‘peso is weak because dollar is strong’, but was he wrong? https://t.co/weI2ye4G6j via @yahooph 'sandro is weak bec he is weak, and his tatay is weaker than the weak one earlier..'😜''"
2022-10-13 09:32:28+00:00,monkeyboo96,Hindi weak ang peso ah. Strong lang ang dollar. Tandaan nyo yan 🤣
2022-10-13 09:22:58+00:00,oyyny,The peso is weak because the dollar is strong 🤝 “well she only because she was on her period” https://t.co/NugytkBcwv
2022-10-13 09:21:13+00:00,apeofculture,"Peso is weak because the dollar is strong, and dollar is strong because it's one of the safest currency in the world. So, here I am putting some savings in USDT (Tether) Stablecoin. Because I won't let my hard-earned money be beaten by this worldwide inflation. #Cryptocurency"
2022-10-13 09:16:17+00:00,helloLods,"@smninews What Sandro said is right, but he said it in the wrong way. It should have been “The peso is weak not because the peso is weak, but because the dollar is strong.” Makes more sense"
2022-10-13 09:07:24+00:00,BGYOMalakas,"Best thing na sinabi ni coach Sherwin kanina is, ""Kung may receive, okay tayo. Kung walang walang receive, okay lang din."" 
It gives me the ""Peso is weak not because dollar is strong"" vibes HAHAHHAHA

#PVL2022"
2022-10-13 09:06:24+00:00,Ian12Am,"@Gilbert69517933 @ryandg1027 Pagmalaki ninyo na nanalo kayo sa daya. 😂😂😂 Pagmalaki ninyo na nanalo presidente mo pero natalo ang Pilipinas. 😂😂😂 Unity talaga tayo - sama-sama tayong magugutom. Kasi, the peso is weak because the dollar is strong! 😂😂😂"
